Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32.0,No,277,Research & Development,6,Bachelor,Life Sciences,Low,Male,97,Medium,2,Healthcare Representative,High,Single,2064.0,13119,2,No,13,Outstanding,Very High,0,19,2.0,Better,1.0,2,2,2
43.0,No,819,Research & Development,18,Doctor,Life Sciences,Medium,Male,48,Very High,2,Research Scientist,Low,Married,17159.0,26312,1,No,11,Outstanding,Very High,0,16,5.0,Better,4.0,15,1,10
59.0,No,1315,Research & Development,22,Bachelor,Life Sciences,Medium,Male,71,Very High,3,Manager,Medium,Divorced,11904.0,19100,7,No,18,Excellent,Medium,1,10,1.0,Good,6.0,7,6,2
45.0,Yes,676,Research & Development,9,Master,Life Sciences,Very High,Male,86,High,1,Laboratory Technician,Low,Single,4805.0,21831,3,No,14,Excellent,Medium,0,15,3.0,Bad,8.0,4,1,0
36.0,Yes,1184,Sales,11,Bachelor,Marketing,High,Male,43,High,3,Sales Executive,Very High,Married,8847.0,5860,1,No,18,MISSING,Low,2,9,2.0,Best,3.0,8,7,7
51.0,No,653,Research & Development,29,Doctor,Life Sciences,Very High,Female,50,High,2,Laboratory Technician,Very High,Single,2838.0,5456,1,No,11,Excellent,Very High,0,10,6.0,Better,7.0,3,9,9
34.0,Yes,1277,Research & Development,15,Below College,Medical,Medium,Female,56,High,3,Manager,High,Married,4174.0,24619,7,Yes,12,Excellent,Very High,0,15,2.0,Best,4.0,6,7,7
42.0,No,798,Research & Development,7,College,Life Sciences,High,Female,48,Medium,3,Manufacturing Director,High,Married,2064.0,14034,1,No,24,Excellent,Low,1,10,5.0,Better,5.0,9,8,9
28.0,No,1488,Sales,1,Doctor,Marketing,Medium,Male,75,High,2,Sales Executive,Low,Divorced,3485.0,4009,5,Yes,21,Excellent,High,1,9,3.0,Good,0.0,3,1,3
46.0,No,1354,Research & Development,2,Master,Technical Degree,Medium,Male,41,High,1,Research Scientist,Medium,Married,9396.0,6073,1,No,11,Excellent,High,1,6,3.0,Good,4.0,3,1,2
29.0,No,585,Sales,29,Master,Life Sciences,Low,Female,40,High,1,Sales Representative,Very High,Divorced,2974.0,19788,2,No,15,Excellent,Medium,2,16,2.0,Good,5.0,8,0,0
40.0,No,1313,Research & Development,1,College,Medical,Medium,Male,59,Medium,1,Laboratory Technician,High,Divorced,9705.0,20439,1,No,12,Excellent,High,3,1,2.0,Good,1.0,1,0,0
27.5,No,1411,Research & Development,19,College,Life Sciences,High,Male,36,High,2,Research Scientist,Low,Divorced,3875.0,19877,2,No,16,Excellent,Low,2,17,2.0,Good,2.0,0,0,0
51.5,No,180,Research & Development,2,Below College,Medical,Low,Female,65,Very High,1,Research Scientist,Low,Single,8268.0,21632,7,No,13,Excellent,High,0,6,2.0,Good,7.0,3,0,1
29.0,No,607,Research & Development,9,Bachelor,Life Sciences,Very High,Male,66,Medium,3,Manufacturing Director,High,Married,10504.0,23457,1,Yes,20,Excellent,Medium,1,17,0.0,Better,6.0,14,5,15
47.0,Yes,299,Sales,25,Master,Marketing,Very High,Male,57,Medium,3,Sales Executive,Medium,Single,11849.0,17235,2,Yes,12,Excellent,High,0,9,2.0,Better,10.0,4,1,0
41.0,No,583,Research & Development,25,Master,Medical,High,Male,57,High,3,Healthcare Representative,High,Divorced,6230.0,6975,1,Yes,11,MISSING,High,1,16,3.0,Good,14.0,10,10,1
46.0,Yes,1456,Sales,13,Doctor,Marketing,Medium,Female,96,Medium,2,Sales Executive,Low,Divorced,18947.0,8658,5,Yes,13,Excellent,Medium,3,16,2.0,Better,7.5,2,2,2
19.0,No,598,Research & Development,9,Bachelor,Life Sciences,High,Female,91,Very High,1,Research Scientist,High,Married,1483.0,22376,6,No,18,Excellent,Low,2,5,3.0,Good,1.0,0,0,0
34.0,No,1277,Research & Development,8,Doctor,Life Sciences,Low,Male,87,Low,1,Laboratory Technician,High,Married,9725.0,5869,1,No,19,Excellent,Very High,3,3,2.0,Better,15.0,2,1,2
30.0,No,818,Human Resources,6,College,Medical,Medium,Female,52,High,1,Human Resources,High,Married,8394.0,25657,8,No,17,Excellent,Very High,0,7,5.0,Good,4.0,2,2,2
35.0,Yes,903,Research & Development,2,Bachelor,Medical,High,Female,81,High,2,Manufacturing Director,Medium,Married,8789.0,7653,4,No,11,Excellent,Low,2,7,3.0,Better,10.0,2,1,4
40.0,No,1288,Sales,29,Master,Technical Degree,High,Female,33,High,3,Sales Executive,Medium,Married,19033.0,17799,3,No,12,Excellent,Medium,1,9,2.0,Better,20.0,2,1,3
53.0,No,836,Research & Development,8,Bachelor,Medical,Very High,Female,33,High,4,Manager,High,Divorced,4450.0,19730,2,Yes,14,Excellent,High,3,21,3.0,Better,4.0,0,0,2
45.0,No,975,Research & Development,7,Bachelor,Medical,Very High,Male,55,Medium,2,Healthcare Representative,Low,Single,9724.0,23398,8,No,19,MISSING,Low,0,9,2.0,Bad,1.0,6,0,7
21.5,No,258,Sales,21,Master,Life Sciences,Very High,Male,74,Very High,2,Sales Executive,Very High,Single,6284.0,19921,1,No,12,Outstanding,Very High,0,10,3.0,Better,2.0,7,5,7
39.5,Yes,669,Sales,9,College,Medical,High,Male,64,Medium,3,Sales Executive,Very High,Single,2501.0,13596,1,No,16,Excellent,Very High,0,9,4.0,Better,2.5,8,4,7
31.0,No,1462,Research & Development,11,Bachelor,Medical,Low,Female,94,High,1,Laboratory Technician,High,Single,6284.0,19106,4,No,18,Excellent,Low,0,8,2.0,Better,11.0,2,0,2
46.0,No,928,Sales,1,College,Life Sciences,Medium,Female,56,High,2,Sales Executive,Very High,Married,3423.0,2823,1,Yes,14,Excellent,Very High,1,18,0.0,Good,7.0,14,4,11
27.0,No,1329,Sales,4,Master,Life Sciences,Very High,Female,47,Medium,2,Sales Executive,High,Married,2379.0,14590,4,No,14,Excellent,High,1,17,3.0,Best,5.0,11,5,9
57.5,No,1038,Research & Development,20,Bachelor,Medical,Medium,Male,95,Low,3,Healthcare Representative,Low,Divorced,3230.0,19863,2,Yes,18,Excellent,Medium,1,24,4.0,Better,2.5,7,0,7
27.0,No,922,Research & Development,3,College,Life Sciences,Low,Female,39,High,1,Laboratory Technician,Very High,Divorced,4174.0,2561,5,No,22,Excellent,Low,1,7,2.0,Better,2.0,0,0,0
35.0,No,1413,Sales,1,Below College,Medical,Medium,Male,42,High,3,Sales Executive,Very High,Married,16834.0,6599,1,No,14,Excellent,Very High,1,11,3.0,Better,1.0,10,4,1
33.0,No,703,Sales,28,College,Marketing,Low,Male,66,High,2,Sales Executive,Medium,Married,2277.0,7428,1,No,20,MISSING,Very High,2,6,4.0,Best,4.0,3,1,4
31.0,No,736,Sales,26,Bachelor,Life Sciences,High,Male,48,Medium,2,Sales Executive,Low,Married,5915.0,24232,1,No,11,Outstanding,High,1,5,3.0,Better,7.0,3,0,4
30.0,No,443,Research & Development,8,Below College,Life Sciences,High,Male,48,High,1,Laboratory Technician,High,Married,3491.0,17872,1,No,11,Excellent,Low,1,8,2.0,Better,10.0,3,0,7
33.0,No,619,Sales,1,Bachelor,Marketing,Medium,Male,85,High,2,Sales Executive,High,Married,13610.0,18659,9,No,11,Excellent,High,0,15,2.0,Better,7.0,9,6,9
28.0,No,376,Research & Development,19,Master,Medical,Very High,Female,95,High,2,Manufacturing Director,Low,Divorced,14724.0,22670,9,Yes,11,Outstanding,Medium,2,9,5.0,Better,5.0,3,1,4
40.0,No,735,Research & Development,22,Master,Other,High,Male,86,Medium,2,Research Scientist,Very High,Married,10932.0,26496,1,Yes,15,Excellent,Medium,0,16,2.0,Better,1.0,10,6,11
33.0,No,342,Sales,16,Master,Marketing,Very High,Male,66,Medium,2,Sales Executive,High,Divorced,3143.0,24558,4,No,19,Excellent,Very High,2,9,1.0,Better,10.0,0,0,0
33.0,No,859,Research & Development,4,Bachelor,Life Sciences,High,Male,98,Medium,2,Manufacturing Director,High,Married,4373.0,19124,1,No,12,Excellent,High,1,14,2.0,Better,4.0,13,6,8
34.0,No,661,Sales,7,College,Marketing,Low,Male,78,Medium,3,Sales Executive,Very High,Married,2932.0,20715,7,Yes,18,Excellent,Very High,1,35,3.0,Better,5.0,2,0,4
40.0,No,602,Human Resources,1,Doctor,Human Resources,Low,Male,37,High,2,Human Resources,Very High,Married,16823.0,10503,4,Yes,11,Excellent,High,0,14,3.0,Better,2.5,7,0,2
40.0,Yes,587,Research & Development,10,Below College,Medical,Low,Male,38,Low,1,Laboratory Technician,Very High,Divorced,13503.0,6705,7,No,13,Outstanding,Low,3,8,3.0,Better,22.0,3,1,3
45.0,Yes,267,Sales,13,Master,Marketing,Low,Male,85,Very High,4,Sales Executive,High,Single,2064.0,9277,6,Yes,17,Excellent,High,0,24,3.0,Good,4.0,7,3,8
43.0,No,432,Research & Development,9,Master,Life Sciences,Very High,Male,96,High,1,Laboratory Technician,Very High,Married,2437.0,18725,3,No,23,Excellent,Medium,2,10,4.0,Better,1.0,2,0,3
34.0,No,956,Research & Development,6,College,Technical Degree,Very High,Female,78,High,2,Research Scientist,Low,Divorced,4381.0,22087,3,Yes,12,Excellent,Medium,2,18,3.0,Better,6.0,9,6,9
38.0,No,254,Research & Development,1,College,Life Sciences,Medium,Female,83,Medium,1,Research Scientist,Very High,Married,13206.0,22794,1,Yes,13,Excellent,Very High,1,6,3.0,Better,18.0,5,1,3
38.0,No,1329,Sales,29,Master,Life Sciences,High,Male,61,High,2,Sales Executive,Low,Divorced,10609.0,13192,8,No,19,MISSING,High,3,8,6.0,Better,16.0,3,0,3
23.0,No,1117,Sales,18,Doctor,Life Sciences,Low,Male,83,High,4,Manager,Medium,Single,1223.0,9873,3,No,23,Outstanding,Very High,0,37,2.0,Better,1.0,9,7,7
32.0,Yes,310,Research & Development,7,College,Technical Degree,Very High,Female,72,High,1,Laboratory Technician,High,Married,5228.0,3666,8,No,11,Excellent,Very High,1,14,2.0,Bad,13.0,9,9,8
36.0,No,660,Sales,7,Below College,Life Sciences,Very High,Female,76,High,1,Sales Representative,High,Married,5228.0,16192,1,No,13,Excellent,Low,1,1,2.0,Better,2.5,0,0,0
44.0,No,675,Research & Development,5,College,Life Sciences,Medium,Male,85,Very High,2,Healthcare Representative,Low,Divorced,2064.0,18384,1,No,12,MISSING,Very High,2,6,4.0,Better,3.0,3,1,5
56.0,No,1252,Research & Development,23,College,Life Sciences,High,Female,81,Very High,1,Research Scientist,High,Married,5380.0,23779,1,No,24,Excellent,High,1,10,3.0,Better,0.0,7,0,7
37.0,No,1099,Research & Development,29,Master,Life Sciences,Medium,Female,88,Medium,4,Manager,High,Married,4449.0,9314,0,No,15,Excellent,Medium,1,28,2.0,Better,13.0,10,15,7
38.0,No,181,Research & Development,2,Master,Medical,Very High,Female,97,Very High,1,Research Scientist,Very High,Married,5980.0,5586,0,Yes,14,Excellent,Low,3,6,2.0,Better,7.5,0,1,2
45.5,No,950,Research & Development,28,Bachelor,Technical Degree,Very High,Female,97,High,1,Research Scientist,Very High,Married,16799.0,4585,4,No,20,Excellent,Very High,1,8,5.0,Better,20.0,4,0,3
33.0,Yes,428,Sales,9,Bachelor,Marketing,Medium,Female,52,Low,1,Sales Representative,Medium,Single,8224.0,14630,1,No,13,Excellent,High,0,2,3.0,Better,5.0,2,2,2
26.0,No,142,Research & Development,3,Bachelor,Life Sciences,High,Female,70,Medium,1,Research Scientist,Very High,Married,2368.0,8456,3,No,17,Excellent,Low,1,7,3.0,Better,5.0,0,0,0
31.0,Yes,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,1,Research Scientist,Low,Single,6284.0,11479,6,Yes,20,Outstanding,High,0,3,2.0,Better,10.0,0,0,0
34.0,No,905,Research & Development,19,College,Medical,High,Male,99,High,2,Laboratory Technician,Very High,Married,4174.0,16523,8,Yes,15,Excellent,High,1,15,2.0,Best,13.0,2,3,7
39.5,No,379,Sales,5,College,Life Sciences,Medium,Male,48,High,2,Sales Executive,Medium,Married,3904.0,8891,1,No,14,Excellent,Very High,1,10,2.0,Better,5.0,8,5,3
31.0,No,699,Research & Development,1,Master,Life Sciences,High,Female,65,Medium,5,Manager,High,Married,5238.0,5678,0,No,14,Outstanding,Low,1,34,3.0,Better,5.0,18,11,9
29.0,No,1245,Research & Development,18,Master,Life Sciences,Very High,Female,58,Medium,5,Research Director,High,Divorced,3180.0,2125,1,Yes,17,Excellent,High,1,31,3.0,Better,3.0,9,0,9
31.0,No,1436,Sales,6,College,Marketing,Medium,Male,34,High,2,Sales Representative,High,Married,4174.0,16047,2,Yes,20,Excellent,Very High,1,13,2.0,Bad,1.0,7,4,5
40.0,Yes,1362,Research & Development,10,Below College,Medical,Very High,Male,32,High,1,Research Scientist,High,Single,2064.0,26999,1,Yes,11,Excellent,Very High,0,1,3.0,Better,4.0,0,1,1
29.0,No,252,Research & Development,1,Bachelor,Other,High,Male,70,Very High,5,Manager,Very High,Married,3983.0,15970,0,No,11,Excellent,High,1,25,5.0,Better,3.0,0,1,7
27.0,No,1402,Sales,2,Bachelor,Marketing,High,Female,69,High,4,Manager,Low,Married,2394.0,24097,8,No,23,Excellent,Low,0,28,2.0,Better,8.0,15,15,9
40.0,No,830,Sales,13,College,Life Sciences,Very High,Male,78,High,1,Sales Representative,Medium,Married,2809.0,7103,1,No,13,Excellent,High,1,1,2.0,Better,2.0,0,0,0
27.0,No,1269,Research & Development,4,Below College,Life Sciences,Low,Female,46,Medium,1,Laboratory Technician,Very High,Married,2064.0,10778,0,No,17,Excellent,Very High,0,6,5.0,Good,8.0,2,3,4
27.0,No,279,Research & Development,8,Below College,Life Sciences,High,Male,61,Medium,2,Research Scientist,Medium,Married,6284.0,24907,1,No,23,Excellent,Very High,1,10,3.0,Better,5.0,7,1,7
42.0,Yes,1357,Research & Development,25,Bachelor,Life Sciences,Low,Male,48,Low,1,Laboratory Technician,High,Single,4907.0,10558,1,No,12,Outstanding,High,0,1,3.0,Good,20.0,0,0,1
34.0,No,1418,Research & Development,1,Bachelor,Technical Degree,High,Male,36,High,1,Research Scientist,Low,Married,9713.0,10554,2,No,16,Excellent,Medium,1,7,2.0,Better,5.0,2,0,2
49.0,No,232,Research & Development,19,Bachelor,Technical Degree,Very High,Male,34,High,2,Manufacturing Director,Very High,Divorced,19502.0,22645,4,No,12,Excellent,Medium,2,8,5.0,Best,31.0,2,1,2
39.0,No,422,Research & Development,1,Bachelor,Life Sciences,Very High,Male,33,High,2,Healthcare Representative,Very High,Married,19431.0,21782,4,No,13,Excellent,Medium,1,12,3.0,Good,6.0,2,2,2
59.0,No,611,Sales,7,Master,Medical,Medium,Female,88,High,5,Manager,Medium,Single,2064.0,4349,1,No,14,Excellent,Medium,0,21,2.0,Good,6.0,8,12,8
38.0,No,937,Sales,1,Bachelor,Marketing,Low,Male,32,High,3,Sales Executive,Very High,Single,4174.0,6770,1,No,21,Excellent,Low,0,14,3.0,Good,7.0,8,2,1
33.5,No,1400,Research & Development,3,Bachelor,Life Sciences,High,Male,53,High,1,Laboratory Technician,Very High,Married,3420.0,16734,4,No,15,Excellent,High,1,9,2.0,Bad,6.0,3,1,4
52.0,No,202,Research & Development,2,College,Other,High,Female,33,High,4,Manager,Very High,Married,10504.0,12982,1,Yes,11,Outstanding,High,1,26,3.0,Good,9.0,14,3,0
28.0,Yes,527,Research & Development,1,Master,Other,Very High,Female,63,High,1,Research Scientist,Very High,Single,4174.0,5207,1,Yes,13,MISSING,High,0,10,3.0,Good,7.0,9,7,8
34.0,No,594,Research & Development,2,Below College,Technical Degree,High,Male,100,High,1,Laboratory Technician,Very High,Married,7083.0,19299,0,No,14,Excellent,High,1,3,3.0,Better,10.0,1,2,1
56.0,No,655,Research & Development,7,Master,Life Sciences,Very High,Male,48,High,2,Laboratory Technician,Very High,Divorced,7260.0,9528,3,No,22,MISSING,Very High,1,10,6.0,Good,6.0,7,1,7
45.5,No,1392,Research & Development,3,Master,Life Sciences,Very High,Female,56,High,1,Research Scientist,High,Married,4364.0,23159,1,Yes,11,Excellent,High,0,8,2.0,Better,2.0,7,3,0
45.5,No,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,42,High,1,Research Scientist,Low,Married,6582.0,14377,1,Yes,14,Excellent,Very High,2,9,2.0,Good,6.0,7,6,8
42.0,No,1180,Research & Development,2,College,Medical,Medium,Male,90,High,2,Manufacturing Director,Very High,Divorced,5155.0,24442,2,No,14,Excellent,High,1,15,3.0,Better,6.0,7,1,7
41.0,No,1389,Research & Development,21,Master,Life Sciences,Medium,Male,51,Very High,3,Manufacturing Director,Low,Divorced,6870.0,10195,1,No,11,Excellent,High,1,10,3.0,Better,3.0,9,8,8
19.0,No,1089,Research & Development,6,Bachelor,Life Sciences,Medium,Female,32,High,3,Manufacturing Director,Medium,Single,2325.0,9150,4,No,18,Outstanding,Very High,0,9,5.0,Better,0.0,0,2,2
21.5,No,1329,Research & Development,7,Bachelor,Life Sciences,High,Female,82,High,2,Healthcare Representative,Very High,Divorced,2064.0,4204,1,Yes,11,Excellent,Medium,2,6,2.0,Better,9.0,0,1,0
46.0,No,1349,Research & Development,23,Bachelor,Life Sciences,Low,Female,90,High,1,Research Scientist,Very High,Divorced,2064.0,3032,1,No,22,Excellent,Medium,2,3,2.0,Bad,11.0,2,0,2
32.0,No,1313,Sales,11,Master,Marketing,Very High,Male,80,High,2,Sales Executive,Very High,Single,4648.0,8191,3,No,12,Excellent,High,0,8,2.0,Best,0.0,1,0,4
50.0,No,185,Research & Development,10,Master,Life Sciences,High,Male,33,High,1,Laboratory Technician,Very High,Single,2380.0,10675,0,No,19,Excellent,Low,0,9,5.0,Better,1.0,7,1,7
48.0,No,676,Research & Development,1,Bachelor,Other,High,Male,35,High,2,Manufacturing Director,Medium,Married,4174.0,23361,0,No,15,Excellent,Low,1,10,2.0,Better,2.0,7,0,5
23.0,No,673,Research & Development,11,College,Other,Low,Male,96,Very High,2,Manufacturing Director,High,Divorced,2322.0,8232,0,No,18,Excellent,Very High,1,5,3.0,Good,0.0,2,1,3
57.5,No,802,Sales,9,Below College,Life Sciences,High,Female,96,High,3,Sales Executive,High,Divorced,3931.0,21196,3,Yes,13,Excellent,High,1,12,5.0,Better,4.0,7,0,7
39.0,Yes,561,Research & Development,3,Bachelor,Life Sciences,Very High,Male,33,High,1,Research Scientist,High,Single,19272.0,4156,1,No,12,Excellent,Low,0,7,3.0,Bad,21.0,2,7,7
24.0,No,760,Sales,2,Master,Marketing,Medium,Female,81,High,2,Sales Executive,Medium,Married,4999.0,3698,1,Yes,20,Outstanding,Low,0,8,2.0,Better,3.0,7,7,5
31.0,No,1066,Research & Development,2,College,Medical,Very High,Female,32,Very High,2,Manufacturing Director,Very High,Married,9637.0,3334,1,No,12,Excellent,Medium,0,8,3.0,Better,3.0,7,1,3
20.0,No,559,Research & Development,12,Master,Life Sciences,High,Male,76,High,2,Manufacturing Director,High,Married,3033.0,12421,9,Yes,12,MISSING,Medium,2,7,2.0,Better,2.0,2,1,1
33.5,No,329,Sales,16,Master,Marketing,High,Female,98,Medium,2,Sales Executive,Low,Married,14724.0,13494,4,No,13,Excellent,Low,2,11,3.0,Good,2.5,2,0,2
27.5,No,120,Sales,4,Bachelor,Medical,Medium,Male,43,High,2,Sales Executive,High,Married,2064.0,8863,1,No,15,Excellent,Medium,0,5,2.0,Best,2.0,4,0,4
35.0,No,648,Human Resources,11,Bachelor,Life Sciences,High,Male,56,Medium,2,Human Resources,Medium,Married,5098.0,21833,4,No,11,Excellent,Very High,2,14,5.0,Best,10.0,9,1,8
42.0,Yes,240,Sales,5,Bachelor,Marketing,High,Male,46,Medium,2,Sales Executive,High,Single,13348.0,26959,1,Yes,11,Excellent,Very High,0,6,3.0,Better,2.5,4,0,3
30.0,Yes,1102,Sales,1,College,Life Sciences,Medium,Female,94,High,2,Sales Executive,Very High,Single,8412.0,19479,8,Yes,11,Excellent,Low,0,8,3.0,Bad,9.0,4,0,5
23.0,No,111,Research & Development,17,Bachelor,Life Sciences,Very High,Female,74,Low,1,Research Scientist,High,Single,3295.0,4279,2,No,13,Excellent,Very High,0,6,3.0,Better,3.0,0,0,0
46.0,No,466,Research & Development,1,Below College,Life Sciences,Very High,Male,65,Medium,4,Manufacturing Director,Very High,Married,16606.0,7060,1,No,16,Excellent,High,1,21,2.0,Better,13.0,6,11,8
42.0,No,1423,Research & Development,1,Bachelor,Life Sciences,Low,Male,72,Medium,1,Research Scientist,High,Divorced,4272.0,12530,1,No,14,Excellent,Very High,1,1,3.0,Bad,1.0,0,0,0
37.0,No,1302,Research & Development,2,Bachelor,Medical,Very High,Male,84,Low,2,Manufacturing Director,Medium,Divorced,18944.0,16321,5,No,18,Excellent,Very High,1,13,2.0,Better,10.0,1,1,2
32.0,Yes,429,Research & Development,1,College,Medical,High,Male,99,High,1,Research Scientist,Medium,Divorced,9204.0,11092,1,Yes,12,Excellent,High,3,6,1.0,Good,4.0,3,2,3
49.0,No,1450,Research & Development,15,College,Life Sciences,Very High,Male,52,High,5,Research Director,Medium,Married,2064.0,10849,5,No,11,Outstanding,Low,1,25,2.0,Better,5.0,2,0,3
40.0,Yes,1218,Sales,9,Master,Life Sciences,High,Female,82,Medium,1,Sales Representative,Low,Single,6377.0,6986,7,No,23,MISSING,Medium,0,10,4.0,Better,12.0,3,0,3
45.0,No,645,Sales,1,Bachelor,Marketing,Medium,Female,49,Very High,3,Sales Executive,Low,Married,4174.0,19566,1,No,16,Excellent,High,1,10,3.0,Better,1.0,7,0,7
29.0,No,1012,Research & Development,5,Master,Life Sciences,Medium,Female,75,Medium,1,Research Scientist,Very High,Divorced,3339.0,2373,9,No,12,Excellent,Medium,1,10,2.0,Good,7.0,4,0,3
18.0,No,265,Research & Development,25,Bachelor,Life Sciences,Medium,Male,57,Very High,1,Research Scientist,Very High,Single,2064.0,21221,1,Yes,12,Excellent,Very High,0,1,2.0,Better,12.5,0,0,1
35.0,No,201,Research & Development,1,Master,Life Sciences,Medium,Male,95,High,1,Laboratory Technician,Low,Divorced,4174.0,20490,3,No,16,Excellent,Medium,1,8,2.0,Better,2.5,2,1,2
31.0,Yes,805,Research & Development,1,College,Life Sciences,Medium,Female,36,Medium,1,Laboratory Technician,Low,Married,11031.0,6689,1,Yes,11,Outstanding,Very High,1,1,2.0,Better,11.0,0,0,0
38.0,No,1252,Sales,19,College,Medical,Low,Male,32,High,3,Sales Executive,Medium,Single,2899.0,4814,1,Yes,13,Excellent,Very High,0,10,3.0,Better,2.0,0,0,9
29.0,Yes,688,Research & Development,3,Bachelor,Medical,Low,Female,91,High,1,Laboratory Technician,Low,Married,10504.0,9396,5,No,13,Excellent,High,1,6,3.0,Better,2.0,2,0,2
27.5,Yes,408,Research & Development,25,Doctor,Technical Degree,High,Male,71,Medium,1,Research Scientist,Medium,Married,6284.0,18300,5,No,16,Excellent,Medium,0,6,4.0,Best,15.0,2,1,1
25.0,No,930,Research & Development,6,Bachelor,Medical,Low,Female,73,Medium,2,Research Scientist,High,Single,6180.0,20003,1,Yes,14,MISSING,Low,0,20,3.0,Bad,6.0,7,1,8
