,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1119,33.5,No,706,Research & Development,2,College,Life Sciences,Very High,Male,82,High,3,Manufacturing Director,Very High,Divorced,4717.0,19989,3,No,14,Excellent,High,1,12,2.0,Good,11.0,8,4,7
1120,27.5,No,645,Research & Development,9,College,Life Sciences,High,Female,54,High,1,Research Scientist,Low,Single,11713.0,7172,1,No,25,Excellent,High,0,1,3.0,Better,8.0,1,0,0
1122,35.0,No,391,Research & Development,15,College,Life Sciences,High,Male,96,High,1,Research Scientist,Very High,Single,2194.0,19281,1,No,14,Excellent,Very High,0,0,2.0,Better,3.0,0,0,0
1123,40.0,No,959,Sales,28,Bachelor,Life Sciences,Low,Female,41,Medium,2,Sales Executive,High,Married,4448.0,24835,2,No,18,Excellent,Very High,0,6,3.0,Better,7.0,2,2,2
1124,27.5,No,678,Research & Development,19,Bachelor,Life Sciences,Medium,Female,35,Medium,1,Research Scientist,Very High,Married,2064.0,20338,1,No,12,Outstanding,Medium,0,10,2.0,Better,9.0,9,8,7
1129,32.0,No,587,Sales,2,Master,Life Sciences,Very High,Male,57,High,3,Sales Executive,High,Divorced,2718.0,8935,1,Yes,19,Excellent,Low,1,10,3.0,Good,7.0,8,9,6
1130,40.0,No,1216,Sales,8,Master,Marketing,High,Male,39,High,2,Sales Executive,High,Divorced,6284.0,20431,0,No,12,Outstanding,Very High,0,6,2.0,Better,4.0,0,1,2
1131,28.0,Yes,374,Research & Development,25,Master,Life Sciences,Low,Male,87,High,1,Laboratory Technician,Very High,Single,2044.0,18016,1,Yes,24,Excellent,High,0,1,3.0,Bad,5.0,0,0,1
1133,26.0,No,891,Sales,4,College,Life Sciences,Medium,Male,99,Medium,2,Sales Executive,Very High,Single,2875.0,12090,1,Yes,11,MISSING,Medium,0,5,2.0,Better,8.0,4,1,3
1134,55.0,No,1358,Research & Development,24,Below College,Life Sciences,Very High,Female,67,High,1,Laboratory Technician,High,Divorced,16659.0,13335,1,No,22,Excellent,Medium,1,1,2.0,Better,5.0,0,0,0
1135,39.5,No,1169,Research & Development,14,Master,Technical Degree,High,Female,64,High,2,Research Scientist,Medium,Married,2655.0,2125,8,No,18,Excellent,High,1,16,3.0,Best,9.0,7,1,7
1136,45.5,No,1211,Sales,5,Master,Marketing,Low,Male,98,High,2,Sales Executive,Very High,Single,10504.0,20445,4,Yes,21,Excellent,High,0,14,2.0,Better,10.0,6,0,8
1137,26.0,No,131,Sales,2,Bachelor,Marketing,High,Male,86,High,2,Sales Executive,Low,Single,3102.0,6039,0,Yes,12,Outstanding,Very High,0,4,3.0,Better,6.0,2,0,2
1139,39.5,No,141,Sales,3,Below College,Other,High,Male,98,High,2,Sales Executive,Low,Married,2267.0,14363,1,Yes,18,Excellent,Very High,0,5,2.0,Better,2.0,3,0,3
1140,34.0,No,616,Research & Development,2,College,Life Sciences,High,Male,99,High,1,Laboratory Technician,Low,Married,2307.0,25605,4,No,17,Outstanding,Very High,1,7,2.0,Good,5.0,3,0,2
1141,39.5,No,196,Sales,29,Master,Marketing,Low,Male,91,Medium,2,Sales Executive,Very High,Married,14118.0,13402,1,No,14,Excellent,Low,2,13,3.0,Better,1.0,7,5,7
1143,32.0,No,1184,Research & Development,1,Bachelor,Life Sciences,High,Male,70,Medium,1,Laboratory Technician,Medium,Married,8394.0,3974,6,No,20,Excellent,High,0,5,3.0,Better,2.0,0,0,2
1144,52.0,No,316,Sales,8,Master,Marketing,Very High,Female,54,High,1,Sales Representative,Medium,Married,3149.0,9983,7,No,15,Outstanding,Very High,1,4,3.0,Better,5.0,2,2,2
1145,39.5,No,933,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Married,7005.0,6961,2,No,21,Excellent,Very High,1,7,2.0,Better,4.0,0,1,4
1146,45.0,No,1046,Research & Development,10,Bachelor,Technical Degree,Very High,Male,100,Medium,3,Healthcare Representative,Very High,Single,3697.0,2755,6,No,15,MISSING,Very High,0,20,3.0,Better,10.0,3,1,3
1149,39.0,Yes,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,1,Sales Representative,Low,Married,3902.0,14470,1,No,18,Excellent,High,1,1,2.0,Best,2.0,0,0,0
1151,37.0,No,955,Sales,4,College,Life Sciences,Very High,Male,83,High,2,Sales Executive,Very High,Single,4213.0,8571,1,Yes,17,Excellent,High,0,9,4.0,Better,10.0,0,0,7
1152,28.0,Yes,871,Research & Development,6,Bachelor,Life Sciences,Very High,Female,66,Medium,1,Laboratory Technician,Very High,Single,2377.0,19783,1,Yes,18,MISSING,Medium,0,1,2.0,Better,2.0,0,1,0
1155,31.0,No,1040,Research & Development,3,College,Life Sciences,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,7547.0,26308,6,No,20,Excellent,Low,1,13,3.0,Better,7.5,4,0,4
1156,31.0,No,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,1,Research Scientist,Low,Single,7446.0,26427,0,No,16,Excellent,Very High,0,10,2.0,Better,10.0,7,0,7
1157,39.0,No,160,Research & Development,3,Bachelor,Medical,High,Male,71,High,1,Research Scientist,High,Divorced,5151.0,22653,1,No,20,MISSING,High,1,1,3.0,Better,10.0,0,0,0
1160,53.0,No,1327,Sales,2,College,Life Sciences,Very High,Male,39,Medium,2,Sales Executive,Very High,Married,14852.0,19682,3,No,18,Excellent,Very High,1,13,3.0,Better,17.0,7,7,5
1161,29.0,Yes,1107,Human Resources,9,Master,Technical Degree,Low,Male,52,High,1,Human Resources,High,Married,8620.0,3072,1,No,15,Excellent,Very High,0,2,3.0,Better,10.0,2,2,2
1162,27.0,No,657,Research & Development,27,Bachelor,Medical,Medium,Male,66,High,2,Healthcare Representative,High,Married,2064.0,25549,4,No,12,Excellent,Low,1,11,3.0,Good,9.0,7,1,1
1164,33.0,No,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,4,Manager,Very High,Married,4302.0,5404,3,No,13,Excellent,Medium,1,26,2.0,Best,3.0,3,1,1
1165,34.0,No,1111,Sales,5,Below College,Life Sciences,Medium,Female,61,High,2,Sales Executive,Very High,Married,2929.0,19293,6,No,13,MISSING,Low,0,8,3.0,Best,10.0,4,1,2
1166,35.0,No,728,Sales,23,Below College,Medical,Medium,Female,36,Medium,2,Sales Representative,High,Married,2559.0,7018,1,No,21,Excellent,Very High,1,9,3.0,Better,6.0,8,5,8
1167,35.0,No,583,Research & Development,4,College,Life Sciences,High,Male,53,High,1,Research Scientist,Very High,Single,6284.0,9973,1,Yes,20,Outstanding,Medium,0,8,1.0,Good,4.0,5,2,2
1168,29.0,No,970,Research & Development,8,College,Medical,Medium,Male,96,High,2,Healthcare Representative,High,Single,7988.0,7360,3,No,11,Excellent,Very High,0,10,4.0,Better,10.0,1,4,3
1169,38.0,No,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,1,Research Scientist,Very High,Married,6861.0,14871,3,Yes,19,Excellent,Medium,1,8,1.0,Better,1.0,4,0,2
1170,34.0,No,188,Research & Development,29,Bachelor,Medical,Medium,Female,56,Low,2,Laboratory Technician,Very High,Single,6500.0,9558,4,No,19,Excellent,Low,0,16,1.0,Better,3.0,0,0,0
1173,39.5,No,267,Sales,10,College,Life Sciences,Very High,Female,56,High,2,Sales Executive,Very High,Single,2220.0,13430,7,No,14,Excellent,Very High,0,16,3.0,Better,1.0,3,1,10
1175,52.0,No,213,Research & Development,7,Bachelor,Medical,High,Male,49,High,3,Research Director,High,Married,5577.0,25995,0,No,11,Excellent,Very High,0,14,3.0,Best,10.0,9,3,7
1178,34.0,No,1440,Sales,7,College,Technical Degree,Medium,Male,55,High,1,Sales Representative,High,Married,5747.0,4944,0,Yes,25,Excellent,Medium,1,12,3.0,Better,15.0,10,5,7
1180,35.0,Yes,1448,Sales,1,Below College,Technical Degree,Low,Female,62,High,1,Sales Representative,Medium,Single,8606.0,21972,1,Yes,16,Excellent,Medium,0,6,3.0,Better,11.0,3,1,4
1182,57.5,No,1421,Research & Development,2,Bachelor,Medical,Very High,Male,30,High,4,Manager,Low,Married,4194.0,9490,2,No,22,Excellent,High,1,32,3.0,Better,5.0,2,2,2
1183,28.0,Yes,1005,Research & Development,3,Bachelor,Technical Degree,Very High,Male,88,High,1,Research Scientist,Low,Single,2367.0,8556,5,Yes,11,MISSING,High,0,8,2.0,Better,4.0,2,0,4
1185,41.0,No,1311,Research & Development,7,Bachelor,Life Sciences,Medium,Male,100,Very High,1,Laboratory Technician,Medium,Married,6284.0,26062,1,No,20,Excellent,High,0,5,3.0,Bad,10.0,1,0,3
1189,45.5,No,269,Research & Development,2,Bachelor,Medical,Very High,Male,56,Medium,1,Laboratory Technician,Low,Divorced,3195.0,8007,0,Yes,11,Excellent,High,1,10,2.0,Better,2.0,6,7,8
1190,27.5,No,584,Research & Development,22,Doctor,Medical,Medium,Male,91,High,4,Manager,High,Married,5377.0,18685,3,No,25,Excellent,High,1,36,3.0,Better,7.0,8,4,7
1191,53.0,No,845,Sales,1,Doctor,Medical,Very High,Male,45,High,2,Sales Executive,Very High,Single,14814.0,15276,4,No,15,Excellent,Medium,0,7,3.0,Better,5.0,0,0,0
1192,33.0,Yes,667,Sales,1,Master,Life Sciences,Medium,Female,50,Low,1,Sales Representative,High,Single,5376.0,16154,1,No,12,Excellent,Medium,0,1,3.0,Better,5.0,0,0,0
1193,35.0,No,1276,Research & Development,16,Bachelor,Life Sciences,Very High,Male,72,High,3,Healthcare Representative,High,Married,2705.0,14295,4,Yes,12,Excellent,High,0,10,2.0,Better,5.0,7,0,0
1194,45.5,No,1485,Research & Development,25,College,Life Sciences,High,Male,71,High,3,Healthcare Representative,High,Married,6646.0,3449,3,No,21,Excellent,Medium,1,13,3.0,Better,17.0,4,0,5
1195,44.0,No,322,Research & Development,28,College,Medical,Very High,Male,59,Very High,4,Manufacturing Director,High,Married,4174.0,9731,2,Yes,11,Excellent,Medium,1,24,2.0,Good,2.0,3,0,2
1199,39.5,No,1232,Sales,16,Bachelor,Marketing,High,Female,96,High,3,Sales Executive,Medium,Married,8686.0,5100,0,No,15,Outstanding,High,2,12,2.0,Good,8.0,9,6,9
1200,57.5,No,630,Sales,4,Master,Marketing,High,Male,67,Medium,3,Sales Executive,Very High,Married,2794.0,8552,7,No,11,Outstanding,Low,1,15,3.0,Good,5.0,11,2,11
1202,21.5,No,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,3,Manufacturing Director,High,Married,8564.0,13943,8,No,11,Outstanding,High,1,22,2.0,Better,0.0,7,0,8
1203,37.0,No,1467,Sales,11,College,Technical Degree,Medium,Female,92,High,3,Sales Executive,Very High,Married,2782.0,22952,0,No,14,Excellent,High,1,10,3.0,Better,5.0,7,2,8
1204,39.0,Yes,1150,Research & Development,8,Master,Life Sciences,Low,Female,53,Low,3,Manufacturing Director,Very High,Single,4127.0,25150,2,No,15,Excellent,Very High,0,18,3.0,Better,2.0,2,0,3
1205,50.0,No,430,Research & Development,24,Master,Life Sciences,Low,Male,80,High,2,Laboratory Technician,Very High,Married,2683.0,21146,1,No,15,Excellent,Very High,2,10,2.0,Better,3.0,8,4,7
1207,58.0,No,1147,Sales,3,Bachelor,Marketing,Very High,Male,52,High,2,Sales Executive,Low,Married,15787.0,17011,2,No,14,Excellent,Very High,1,16,3.0,Better,2.0,2,0,5
1209,34.0,No,917,Research & Development,6,Master,Life Sciences,High,Female,60,Low,1,Laboratory Technician,High,Divorced,2311.0,6865,1,No,14,Excellent,High,1,7,3.0,Better,3.0,7,1,7
1210,40.0,No,430,Research & Development,2,Master,Other,Very High,Female,73,High,2,Research Scientist,Medium,Married,14724.0,19573,4,Yes,22,Outstanding,Very High,1,15,2.0,Better,4.0,0,0,0
1211,55.0,No,824,Research & Development,5,College,Life Sciences,Very High,Male,67,Medium,2,Research Scientist,Medium,Married,2064.0,15624,3,No,12,Outstanding,Low,1,12,3.0,Better,5.0,1,2,5
1212,33.5,No,589,Sales,9,College,Marketing,Medium,Male,46,Medium,2,Sales Executive,Medium,Married,2406.0,8800,1,No,14,MISSING,Low,2,5,3.0,Better,1.0,2,0,3
1213,39.5,No,192,Research & Development,1,College,Medical,Low,Male,59,Medium,1,Laboratory Technician,Low,Married,4025.0,11141,1,No,16,Excellent,Low,2,6,2.0,Better,4.0,3,1,3
1214,34.0,No,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Very High,Single,4325.0,13493,1,No,15,Excellent,Very High,0,0,2.0,Better,5.0,0,0,0
1216,28.0,No,1469,Research & Development,20,Master,Medical,Very High,Male,51,High,1,Research Scientist,High,Married,3196.0,5543,4,No,17,Excellent,Low,2,13,2.0,Good,6.0,0,0,0
1217,33.5,No,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,70,Very High,2,Healthcare Representative,High,Single,6146.0,23060,8,Yes,12,Excellent,Very High,0,10,4.0,Best,7.0,2,0,2
1219,54.0,Yes,240,Human Resources,22,Below College,Human Resources,Very High,Female,58,Low,1,Human Resources,High,Married,10739.0,11585,1,No,11,Excellent,High,1,1,2.0,Better,10.0,0,0,0
1220,30.0,No,601,Sales,7,Doctor,Marketing,Very High,Male,97,High,2,Sales Executive,Very High,Married,2097.0,23343,4,No,12,Excellent,High,1,7,3.0,Good,5.0,3,0,3
1221,38.0,No,205,Sales,10,Bachelor,Marketing,Very High,Male,98,Medium,2,Sales Executive,Very High,Married,5745.0,7100,1,Yes,11,MISSING,Very High,0,6,2.0,Better,2.0,2,4,4
1224,31.0,No,1473,Research & Development,8,Master,Other,High,Male,74,High,2,Healthcare Representative,High,Divorced,8346.0,2227,4,Yes,14,Excellent,Very High,0,8,4.0,Better,5.0,2,0,2
1226,31.0,No,563,Sales,1,Master,Life Sciences,Very High,Male,56,Very High,4,Manager,Low,Single,2695.0,3156,1,No,15,Excellent,Medium,0,27,2.0,Bad,2.0,0,0,12
1228,35.0,No,511,Sales,2,College,Medical,Low,Male,89,Very High,2,Sales Executive,High,Single,10504.0,26997,0,No,14,Excellent,Medium,0,9,2.0,Good,10.0,7,0,7
1229,32.0,No,977,Research & Development,1,Bachelor,Life Sciences,Very High,Female,56,Medium,2,Manufacturing Director,Very High,Married,5470.0,9961,1,No,13,MISSING,Medium,1,14,4.0,Good,9.0,8,3,11
1231,33.5,No,1084,Research & Development,13,College,Medical,Very High,Female,57,Very High,2,Manufacturing Director,Low,Divorced,3936.0,26250,1,No,11,Excellent,High,2,5,2.0,Better,8.0,2,1,3
1234,51.5,No,1005,Research & Development,28,College,Technical Degree,Very High,Female,48,Medium,4,Research Director,Medium,Single,4668.0,17119,1,No,11,Excellent,High,0,21,2.0,Better,8.0,6,8,6
1236,31.0,No,1120,Sales,11,Master,Marketing,Medium,Male,100,Medium,2,Sales Executive,Very High,Married,5460.0,14369,4,No,13,Outstanding,Low,1,8,4.0,Good,7.0,3,0,0
1237,38.0,No,722,Sales,17,Bachelor,Life Sciences,Very High,Female,38,High,4,Manager,High,Single,4028.0,20489,1,No,11,MISSING,Very High,0,10,2.0,Better,7.0,8,6,0
1238,31.0,No,971,Sales,1,Bachelor,Technical Degree,Very High,Male,64,Medium,3,Sales Executive,High,Married,2956.0,12288,1,Yes,14,Excellent,Very High,0,10,4.0,Better,1.0,9,8,6
1239,29.0,No,746,Research & Development,8,Master,Life Sciences,High,Male,61,High,2,Manufacturing Director,Very High,Single,2439.0,20682,1,No,23,Outstanding,Very High,0,11,3.0,Better,1.0,7,1,8
1240,28.0,Yes,1404,Research & Development,17,Bachelor,Technical Degree,High,Male,32,Medium,1,Laboratory Technician,Very High,Divorced,14724.0,18779,5,No,12,Excellent,Low,1,6,2.0,Good,0.0,1,0,3
1241,37.0,No,867,Research & Development,8,Master,Life Sciences,Very High,Male,90,Very High,1,Research Scientist,Low,Married,2326.0,6076,6,No,19,Excellent,Medium,1,14,3.0,Better,4.0,8,7,6
1247,30.0,No,546,Research & Development,5,Below College,Medical,High,Male,97,High,1,Research Scientist,Very High,Single,9714.0,26009,1,No,18,Excellent,High,0,3,4.0,Better,10.0,2,2,2
1248,24.0,No,438,Research & Development,18,Bachelor,Life Sciences,Low,Male,75,High,1,Research Scientist,High,Single,2296.0,23910,1,No,14,Excellent,High,0,5,3.0,Good,1.0,4,0,4
1249,21.5,No,974,Research & Development,1,Master,Medical,Very High,Male,91,High,1,Laboratory Technician,Very High,Divorced,2058.0,11005,3,No,14,Excellent,Very High,2,8,1.0,Better,6.0,3,0,2
1250,31.0,No,1378,Research & Development,13,College,Other,Very High,Female,46,Medium,2,Laboratory Technician,Medium,Married,16422.0,23679,4,Yes,13,Excellent,Low,1,10,3.0,Better,3.0,3,0,3
1251,36.0,No,1339,Research & Development,7,Bachelor,Life Sciences,Medium,Male,59,High,3,Research Scientist,Low,Divorced,4485.0,18787,2,No,17,Excellent,High,1,25,2.0,Better,8.0,0,0,0
1252,47.0,Yes,662,Sales,18,Master,Marketing,Very High,Female,67,High,2,Sales Executive,High,Married,4591.0,23288,0,Yes,18,Excellent,High,1,5,4.0,Good,5.0,2,3,2
1253,30.0,No,715,Sales,2,Master,Other,Very High,Male,54,High,2,Sales Executive,Low,Single,2064.0,21602,7,No,13,Excellent,Very High,0,10,3.0,Better,8.0,2,0,3
1254,45.5,No,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,85,High,4,Research Director,Very High,Married,6384.0,23474,3,No,14,Excellent,Low,0,36,2.0,Better,7.0,9,0,9
1256,37.0,Yes,1449,Sales,2,Bachelor,Marketing,Low,Male,94,Low,5,Manager,Medium,Single,4285.0,2493,2,Yes,16,Excellent,Low,0,26,2.0,Better,10.0,10,1,11
1257,27.0,No,585,Research & Development,10,Bachelor,Life Sciences,Low,Female,56,High,1,Research Scientist,High,Married,2863.0,17360,6,No,13,Excellent,Low,1,10,2.0,Good,1.0,2,1,3
1259,39.0,No,567,Research & Development,2,Below College,Technical Degree,Low,Female,32,High,1,Research Scientist,Very High,Single,8376.0,17218,1,Yes,13,Excellent,High,0,6,3.0,Better,2.0,3,1,3
1260,36.0,No,1349,Research & Development,7,College,Life Sciences,High,Male,63,Medium,1,Laboratory Technician,Very High,Married,5507.0,7713,1,No,18,Excellent,Very High,1,1,1.0,Good,4.0,0,0,1
1262,39.5,No,1262,Research & Development,1,Master,Medical,Low,Male,35,Very High,4,Manager,Very High,Single,5332.0,16154,2,No,22,Excellent,High,0,27,3.0,Good,5.0,4,2,1
1264,37.0,No,337,Sales,8,Bachelor,Marketing,High,Female,54,High,2,Sales Executive,Medium,Married,4107.0,26841,5,No,21,MISSING,High,1,14,3.0,Better,7.5,4,1,4
1266,27.5,No,1138,Research & Development,6,Bachelor,Technical Degree,Low,Male,48,Medium,2,Laboratory Technician,Very High,Married,4400.0,23631,0,No,12,Excellent,Low,1,10,2.0,Better,3.0,2,6,7
1269,45.0,No,371,Sales,19,Bachelor,Life Sciences,Very High,Female,80,Low,3,Sales Executive,High,Married,4174.0,3840,3,No,13,Outstanding,High,1,10,2.0,Bad,5.0,3,0,2
1270,46.0,Yes,1287,Research & Development,7,Bachelor,Life Sciences,Low,Female,55,High,1,Laboratory Technician,High,Married,8926.0,14168,1,Yes,16,Outstanding,Very High,1,6,2.0,Better,9.0,3,1,2
1271,38.0,No,1091,Research & Development,1,College,Technical Degree,High,Male,90,Medium,4,Healthcare Representative,High,Single,6553.0,17810,7,Yes,12,MISSING,Very High,0,25,3.0,Better,1.0,1,0,7
1272,26.0,Yes,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,3,Healthcare Representative,High,Married,2305.0,22908,3,No,12,Excellent,Low,0,12,3.0,Better,3.0,0,0,0
1273,37.0,No,1315,Research & Development,3,Master,Other,Very High,Male,35,High,5,Manager,Very High,Married,6284.0,9358,4,Yes,12,Excellent,Low,1,26,2.0,Best,1.0,2,0,1
1274,32.0,Yes,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,2,Sales Executive,Low,Single,6162.0,26507,5,No,15,MISSING,High,0,6,3.0,Better,14.0,2,0,2
1278,25.0,No,1219,Sales,2,Master,Life Sciences,Low,Male,78,Medium,4,Manager,Very High,Married,8639.0,22021,2,No,16,Excellent,High,0,31,3.0,Better,2.0,8,3,7
1280,30.0,No,728,Research & Development,1,Master,Medical,Low,Female,80,High,3,Research Director,Very High,Divorced,6118.0,11677,2,Yes,18,MISSING,Low,2,15,2.0,Better,10.0,2,0,2
1282,25.0,No,607,Sales,7,Bachelor,Marketing,Low,Male,83,Very High,2,Sales Executive,Low,Married,1118.0,2261,2,No,16,MISSING,Very High,1,17,4.0,Good,1.0,7,6,13
1283,36.0,Yes,115,Sales,13,Bachelor,Technical Degree,Low,Male,51,High,2,Sales Executive,Medium,Single,6842.0,17485,5,No,11,Outstanding,Low,0,7,2.0,Bad,5.0,3,0,0
1284,35.0,No,810,Sales,8,College,Technical Degree,Medium,Female,92,Very High,2,Sales Executive,High,Married,2022.0,22128,1,No,21,Excellent,High,2,10,3.0,Better,10.0,8,4,8
1285,32.0,No,902,Research & Development,26,College,Medical,High,Male,92,Medium,2,Research Scientist,Very High,Married,6735.0,21203,3,Yes,13,Excellent,Very High,1,16,2.0,Bad,0.0,1,0,0
1286,50.0,Yes,699,Research & Development,6,Below College,Medical,Medium,Female,83,High,1,Research Scientist,Low,Single,6347.0,17102,2,No,11,Excellent,High,0,8,3.0,Better,18.0,2,1,3
1287,30.0,No,406,Sales,3,Below College,Marketing,Low,Female,52,High,4,Manager,High,Married,11416.0,15596,3,No,12,Excellent,Very High,1,23,4.0,Better,8.0,9,4,9
1289,46.0,Yes,410,Sales,28,Bachelor,Marketing,Very High,Male,39,Medium,3,Sales Executive,Low,Divorced,5772.0,16586,4,Yes,13,Outstanding,Medium,1,20,4.0,Better,9.0,2,2,0
1290,50.0,No,943,Research & Development,9,Bachelor,Life Sciences,Very High,Male,86,High,3,Healthcare Representative,Very High,Divorced,6796.0,5494,0,No,11,Excellent,Very High,1,10,2.0,Good,4.0,7,1,6
1291,24.0,No,1498,Sales,21,Master,Life Sciences,Low,Male,44,Medium,2,Sales Executive,Very High,Married,3907.0,3567,3,Yes,12,MISSING,Very High,2,8,3.0,Best,6.0,4,1,4
1294,28.0,Yes,500,Sales,2,Bachelor,Medical,High,Female,49,Medium,1,Sales Representative,High,Single,4174.0,22052,1,No,13,MISSING,Very High,0,2,3.0,Good,1.0,2,0,2
1296,30.0,No,479,Research & Development,7,Master,Medical,Low,Male,35,High,1,Research Scientist,Very High,Single,5126.0,22061,1,No,13,MISSING,High,0,1,1.0,Bad,10.0,0,0,0
1297,32.0,No,482,Research & Development,4,Master,Life Sciences,High,Female,87,High,2,Research Scientist,High,Single,5396.0,2690,1,Yes,11,Excellent,Medium,0,9,2.0,Better,10.0,6,1,1
1298,39.0,No,1249,Research & Development,7,Bachelor,Life Sciences,Low,Male,97,High,3,Laboratory Technician,Low,Divorced,8394.0,20308,1,No,18,Outstanding,Low,1,24,3.0,Better,2.5,9,9,11
1299,46.0,No,508,Sales,10,Bachelor,Marketing,Medium,Male,46,Medium,2,Sales Executive,Very High,Single,2064.0,4317,3,No,14,Excellent,High,0,9,2.0,Good,2.5,7,0,1
1300,32.0,No,1255,Research & Development,1,College,Life Sciences,Low,Male,90,High,1,Research Scientist,Low,Married,4707.0,10494,2,No,22,Excellent,Very High,1,5,2.0,Best,4.0,2,1,0
1301,36.0,No,1299,Research & Development,27,Bachelor,Medical,High,Male,94,High,2,Healthcare Representative,High,Married,5810.0,16577,6,No,13,Excellent,Medium,2,17,2.0,Good,10.0,7,7,7
1302,36.0,No,727,Sales,9,Below College,Life Sciences,Very High,Male,54,High,1,Sales Representative,Low,Single,6499.0,21082,1,No,11,Excellent,Low,0,2,3.0,Better,6.0,2,0,2
1303,31.0,Yes,247,Research & Development,8,Below College,Medical,High,Male,80,High,1,Laboratory Technician,High,Single,3479.0,13556,1,No,12,Excellent,Very High,0,0,2.0,Better,5.0,0,0,0
1307,18.0,No,879,Research & Development,9,College,Medical,High,Male,72,High,2,Manufacturing Director,High,Single,1878.0,12858,7,Yes,18,MISSING,High,0,10,3.0,Better,0.0,4,1,7
1309,22.0,No,106,Human Resources,2,Bachelor,Human Resources,Low,Male,62,Medium,2,Human Resources,Low,Married,2328.0,17822,3,No,12,Excellent,Very High,0,9,2.0,Better,4.0,2,1,0
1310,34.0,No,1034,Sales,16,Bachelor,Marketing,Very High,Female,80,High,4,Manager,Very High,Married,2579.0,7744,5,Yes,22,Excellent,High,1,22,2.0,Better,8.0,13,1,9
1311,42.0,No,1442,Research & Development,9,Bachelor,Medical,Very High,Male,46,Medium,3,Healthcare Representative,Medium,Single,5087.0,17654,1,No,14,Excellent,Medium,0,9,2.0,Best,0.0,7,7,7
1312,29.0,Yes,1243,Research & Development,6,Bachelor,Life Sciences,High,Female,63,Very High,1,Laboratory Technician,Low,Married,2319.0,3445,1,Yes,21,MISSING,High,2,1,1.0,Better,7.5,0,0,0
1314,32.0,No,210,Sales,29,Bachelor,Marketing,Low,Female,56,Medium,4,Manager,Very High,Divorced,2743.0,22102,3,No,12,Outstanding,High,1,32,2.0,Good,2.0,0,0,0
1315,35.0,No,433,Human Resources,1,Bachelor,Human Resources,High,Female,37,Very High,1,Human Resources,High,Married,14724.0,6004,1,No,13,Excellent,Very High,1,7,3.0,Best,2.0,6,5,0
1316,32.0,No,741,Research & Development,2,Master,Life Sciences,Medium,Male,69,High,1,Laboratory Technician,High,Married,6209.0,18103,1,No,14,Excellent,Very High,1,6,4.0,Best,10.0,2,0,3
1317,45.5,No,1167,Sales,5,Bachelor,Other,Very High,Male,30,Medium,1,Sales Representative,High,Single,6232.0,21378,0,No,18,MISSING,Very High,0,5,3.0,Better,3.0,2,0,0
1318,36.0,No,1053,Research & Development,1,College,Life Sciences,Very High,Female,70,High,4,Manager,Very High,Married,6652.0,13829,2,No,15,Excellent,Medium,1,26,2.0,Good,6.0,8,7,8
1320,30.0,No,580,Research & Development,27,Bachelor,Medical,Medium,Male,39,Low,2,Manufacturing Director,Low,Divorced,2141.0,20460,0,No,21,Excellent,Medium,1,6,3.0,Good,6.0,3,0,0
1322,45.0,No,352,Human Resources,6,Below College,Medical,Very High,Female,87,Medium,1,Human Resources,Medium,Married,5593.0,15434,1,No,11,Excellent,Very High,0,1,2.0,Better,15.0,0,0,0
1323,20.0,No,1105,Research & Development,24,Master,Life Sciences,Medium,Male,47,High,2,Laboratory Technician,Medium,Married,2973.0,6927,7,No,15,Excellent,High,1,11,2.0,Better,1.0,8,0,8
1324,46.0,No,404,Research & Development,2,Master,Technical Degree,High,Female,98,High,2,Healthcare Representative,Very High,Single,10527.0,6163,1,No,11,Excellent,Very High,0,14,3.0,Best,2.0,11,4,11
1325,34.0,No,628,Research & Development,8,Bachelor,Medical,Medium,Male,82,Very High,2,Laboratory Technician,High,Married,5063.0,10228,2,No,12,Excellent,Low,0,6,3.0,Best,8.0,3,1,2
1327,51.0,Yes,1162,Research & Development,24,College,Life Sciences,Low,Female,97,High,1,Laboratory Technician,Very High,Single,7484.0,10261,1,No,16,MISSING,Very High,0,5,1.0,Better,13.0,2,1,0
1328,42.0,No,954,Sales,2,College,Technical Degree,Medium,Male,46,Low,2,Sales Representative,High,Single,6272.0,12388,0,No,13,Excellent,Low,0,9,3.0,Better,7.5,7,3,1
